timestamp,solar_radiation,temperature,humidity,wind_speed,pressure,DATE_TIME,energy_output
2020-05-29 22:00:00,0.0,27.22,64.09,4.15,98.1,2020-05-29 22:00:00,0.0
2020-05-29 23:00:00,0.0,26.72,66.64,4.32,98.13,2020-05-29 23:00:00,0.0
2020-05-30 00:00:00,31.38,27.03,63.56,4.95,98.18,2020-05-30 00:00:00,0.0
2020-05-30 01:00:00,131.15,27.97,60.08,4.93,98.24,2020-05-30 01:00:00,0.0
2020-05-30 02:00:00,267.42,30.29,49.91,4.28,98.31,2020-05-30 02:00:00,0.0
2020-05-30 03:00:00,443.12,32.83,36.99,4.08,98.35,2020-05-30 03:00:00,0.0
2020-05-30 04:00:00,638.33,33.97,33.82,3.96,98.35,2020-05-30 04:00:00,0.0
2020-05-30 05:00:00,765.62,35.23,31.4,4.02,98.33,2020-05-30 05:00:00,0.0
2020-05-30 06:00:00,916.45,36.31,29.39,4.08,98.27,2020-05-30 06:00:00,5.742857143
2020-05-30 07:00:00,851.95,36.89,28.02,3.98,98.18,2020-05-30 07:00:00,169.5142857
2020-05-30 08:00:00,767.78,36.4,28.25,3.79,98.1,2020-05-30 08:00:00,301.7375
2020-05-30 09:00:00,622.22,35.87,28.75,3.6,98.05,2020-05-30 09:00:00,377.3285714
2020-05-30 10:00:00,469.67,35.48,29.22,3.09,98.0,2020-05-30 10:00:00,458.4625
2020-05-30 11:00:00,280.85,34.87,30.22,2.54,98.0,2020-05-30 11:00:00,607.7857143
2020-05-30 12:00:00,124.0,33.86,34.27,1.94,98.03,2020-05-30 12:00:00,1349.3875
2020-05-30 13:00:00,13.1,31.97,46.76,1.59,98.08,2020-05-30 13:00:00,802.6142857
2020-05-30 14:00:00,0.0,30.85,48.47,2.04,98.15,2020-05-30 14:00:00,1150.014286
2020-05-30 15:00:00,0.0,30.13,48.21,2.4,98.2,2020-05-30 15:00:00,946.2285714
2020-05-30 16:00:00,0.0,29.65,47.67,2.8,98.23,2020-05-30 16:00:00,655.4
2020-05-30 17:00:00,0.0,29.07,48.09,3.17,98.22,2020-05-30 17:00:00,348.6375
2020-05-30 18:00:00,0.0,28.49,49.12,3.38,98.2,2020-05-30 18:00:00,63.77142857
2020-05-30 19:00:00,0.0,27.88,50.6,3.43,98.2,2020-05-30 19:00:00,0.0
2020-05-30 20:00:00,0.0,27.29,52.29,3.42,98.19,2020-05-30 20:00:00,0.0
2020-05-30 21:00:00,0.0,26.56,55.34,2.95,98.19,2020-05-30 21:00:00,0.0
2020-05-30 22:00:00,0.0,25.84,59.81,2.4,98.21,2020-05-30 22:00:00,0.0
2020-05-30 23:00:00,0.0,24.94,70.69,2.13,98.23,2020-05-30 23:00:00,0.0
2020-05-31 00:00:00,34.9,24.8,78.77,2.0,98.25,2020-05-31 00:00:00,0.0
2020-05-31 01:00:00,136.75,25.84,68.26,2.54,98.29,2020-05-31 01:00:00,0.0
2020-05-31 02:00:00,270.7,27.18,65.12,2.1,98.32,2020-05-31 02:00:00,0.0
2020-05-31 03:00:00,511.8,30.32,50.67,2.57,98.35,2020-05-31 03:00:00,0.0
2020-05-31 04:00:00,695.35,31.62,47.69,2.57,98.36,2020-05-31 04:00:00,0.0
2020-05-31 05:00:00,805.7,32.82,44.43,2.58,98.33,2020-05-31 05:00:00,0.0
2020-05-31 06:00:00,832.45,33.92,41.41,2.39,98.29,2020-05-31 06:00:00,12.375
2020-05-31 07:00:00,775.65,34.64,39.34,1.99,98.23,2020-05-31 07:00:00,118.15
2020-05-31 08:00:00,608.28,34.85,38.45,1.44,98.18,2020-05-31 08:00:00,275.5571429
2020-05-31 09:00:00,278.55,34.48,38.75,0.75,98.14,2020-05-31 09:00:00,732.5857143
2020-05-31 10:00:00,88.68,33.81,40.18,0.41,98.11,2020-05-31 10:00:00,673.1714286
2020-05-31 11:00:00,110.22,32.65,43.66,0.76,98.11,2020-05-31 11:00:00,530.55
2020-05-31 12:00:00,69.75,31.51,48.69,1.26,98.14,2020-05-31 12:00:00,777.525
2020-05-31 13:00:00,7.38,30.17,58.05,1.26,98.2,2020-05-31 13:00:00,875.8125
2020-05-31 14:00:00,0.0,29.06,64.65,1.13,98.26,2020-05-31 14:00:00,1123.925
2020-05-31 15:00:00,0.0,28.38,69.37,1.07,98.32,2020-05-31 15:00:00,245.05
2020-05-31 16:00:00,0.0,28.07,69.81,0.87,98.36,2020-05-31 16:00:00,307.5857143
2020-05-31 17:00:00,0.0,27.84,68.78,0.7,98.38,2020-05-31 17:00:00,196.8857143
2020-05-31 18:00:00,0.0,27.48,68.76,0.69,98.38,2020-05-31 18:00:00,65.52857143
2020-05-31 19:00:00,0.0,26.99,70.41,0.79,98.37,2020-05-31 19:00:00,0.0
2020-05-31 20:00:00,0.0,26.46,72.85,0.94,98.35,2020-05-31 20:00:00,0.0
2020-05-31 21:00:00,0.0,25.95,74.65,1.03,98.34,2020-05-31 21:00:00,0.0
2020-05-31 22:00:00,0.0,25.59,75.17,1.01,98.34,2020-05-31 22:00:00,0.0
2020-05-31 23:00:00,0.08,25.32,74.38,0.96,98.35,2020-05-31 23:00:00,0.0
