timestamp,solar_radiation,temperature,humidity,wind_speed,pressure
2024-02-10,1.464,6.72,95.49,3.86,101.02
2024-02-11,1.3332,6.04,86.34,3.31,101.15
2024-02-12,2.7,4.01,81.32,2.83,101.09
2024-02-13,1.2562,2.13,91.49,8.67,100.17
2024-02-14,4.1515,0.1,75.91,9.44,101.58
2024-02-15,3.0842,0.46,75.29,5.83,101.7
2024-02-16,4.1839,2.64,69.77,7.72,101.12
2024-02-17,1.7503,0.6,81.1,5.58,100.84
2024-02-18,3.8009,0.6,73.72,7.88,101.15
2024-02-19,4.2367,1.46,69.9,5.51,102.03
2024-02-20,4.1249,-0.45,66.31,4.44,103.05
2024-02-21,2.7475,1.95,75.5,3.87,102.81
2024-02-22,3.0175,3.16,83.07,3.77,101.42
2024-02-23,1.5703,4.94,95.5,3.55,99.82
2024-02-24,3.4546,2.49,78.45,6.67,100.55
2024-02-25,4.4683,-0.65,69.58,4.42,101.89
2024-02-26,3.6341,4.74,90.73,4.89,101.65
2024-02-27,3.3406,6.52,95.81,6.46,101.41
2024-02-28,0.833,8.81,94.04,10.42,100.45
2024-02-29,4.4966,1.59,65.13,8.4,102.39
2024-03-01,4.6946,2.49,64.77,3.96,103.44
2024-03-02,1.0738,7.16,95.6,5.98,102.35
2024-03-03,4.7705,9.77,86.57,3.56,102.0
2024-03-04,3.0773,7.18,96.47,4.2,102.6
2024-03-05,1.0606,6.68,97.0,5.79,101.87
2024-03-06,1.1285,7.49,94.08,2.78,101.33
2024-03-07,2.3002,7.83,92.11,6.25,101.03
2024-03-08,4.9495,5.68,82.35,4.8,102.35
2024-03-09,1.0402,5.73,90.05,8.34,101.51
2024-03-10,2.3561,6.18,83.58,8.99,99.58
2024-03-11,5.4276,4.48,72.49,11.32,100.5
2024-03-12,5.2277,7.98,78.23,5.64,100.98
2024-03-13,4.3274,8.38,82.4,3.46,101.21
2024-03-14,5.113,8.86,91.26,3.5,101.47
2024-03-15,3.3667,10.7,88.65,5.58,100.57
2024-03-16,5.3856,8.58,86.57,4.03,100.82
2024-03-17,4.7748,9.56,81.13,6.03,100.19
2024-03-18,4.6097,6.02,71.19,6.03,100.56
2024-03-19,4.8115,4.16,71.79,7.03,100.72
2024-03-20,2.5224,6.83,79.06,7.82,100.43
2024-03-21,6.2234,1.93,65.12,8.28,101.91
2024-03-22,4.1078,1.94,65.25,3.93,102.66
2024-03-23,0.7133,6.57,91.17,8.7,101.01
2024-03-24,6.2902,2.9,70.93,8.62,102.26
2024-03-25,6.2261,4.61,76.09,7.29,102.75
2024-03-26,4.2732,4.85,87.3,5.16,102.06
2024-03-27,1.2259,6.81,90.88,1.66,101.75
2024-03-28,1.0416,7.42,94.06,4.63,101.18
2024-03-29,6.2954,6.46,72.71,9.03,100.7
2024-03-30,5.4958,6.86,77.01,6.38,100.83
2024-03-31,5.149,8.68,80.59,3.84,101.1
2024-04-01,1.2746,8.35,88.02,2.2,101.33
2024-04-02,0.913,7.0,94.0,6.17,101.14
2024-04-03,0.8134,5.98,93.29,12.9,100.05
2024-04-04,3.8784,5.55,85.3,5.82,99.48
2024-04-05,4.1954,5.73,77.43,6.49,100.29
2024-04-06,3.8784,6.45,79.1,7.11,100.84
2024-04-07,6.2635,7.28,76.06,4.04,101.63
2024-04-08,6.1901,8.77,78.82,3.28,101.91
2024-04-09,6.127,11.71,80.77,2.72,101.61
2024-04-10,3.6943,8.93,95.78,4.16,101.57
2024-04-11,2.6966,9.88,96.32,5.98,101.14
2024-04-12,2.7379,12.17,89.43,9.73,99.66
2024-04-13,2.987,9.44,79.38,9.41,100.4
2024-04-14,5.8498,10.81,82.54,6.74,100.9
2024-04-15,6.3346,15.23,82.07,3.54,100.89
2024-04-16,7.1842,12.28,71.8,3.93,101.88
2024-04-17,2.7749,9.91,92.82,4.02,101.89
2024-04-18,1.5802,8.01,91.58,7.85,101.65
2024-04-19,3.401,8.36,87.91,4.29,101.82
2024-04-20,5.4163,10.6,85.74,4.03,101.28
2024-04-21,3.936,7.59,69.47,4.51,101.47
2024-04-22,7.6541,8.65,72.81,4.05,101.69
2024-04-23,7.2749,9.14,82.63,4.91,101.83
2024-04-24,5.7499,12.1,80.2,5.06,101.2
2024-04-25,6.7819,7.37,66.41,4.82,102.54
2024-04-26,7.4743,8.45,74.24,3.32,103.01
2024-04-27,4.1779,9.12,80.38,4.82,103.02
2024-04-28,5.9597,12.5,93.18,3.92,101.93
2024-04-29,6.1543,15.46,92.1,3.79,101.41
2024-04-30,4.4585,11.74,94.5,3.79,101.18
2024-05-01,6.3082,13.13,89.67,3.23,101.24
2024-05-02,6.7711,15.01,87.57,4.39,101.32
2024-05-03,4.6524,11.64,86.72,5.42,101.99
2024-05-04,2.7413,10.94,84.64,5.19,102.45
2024-05-05,1.2036,10.67,93.36,5.87,102.22
2024-05-06,3.4579,14.9,93.21,2.64,101.35
2024-05-07,7.2233,16.54,78.53,3.08,100.69
2024-05-08,6.3588,16.99,89.3,5.75,100.17
2024-05-09,3.9794,15.09,81.78,3.83,100.51
2024-05-10,1.6469,10.69,84.36,6.75,100.72
2024-05-11,6.2268,10.97,77.61,4.59,100.98
2024-05-12,2.5313,10.07,83.33,3.39,101.21
2024-05-13,4.5578,12.54,87.64,4.64,101.64
2024-05-14,4.2269,14.24,92.58,4.52,101.43
2024-05-15,2.5092,14.3,93.85,5.98,100.77
2024-05-16,1.9032,14.87,90.82,8.49,100.49
2024-05-17,3.7423,15.38,85.55,3.3,101.2
2024-05-18,2.6393,14.77,89.88,2.6,101.38
2024-05-19,5.8922,15.22,88.75,3.57,101.4
2024-05-20,7.2019,14.47,90.37,3.05,101.58
2024-05-21,7.4273,16.29,90.72,4.43,101.43
2024-05-22,7.9202,17.7,88.93,5.15,101.31
2024-05-23,4.147,18.82,91.74,3.67,101.03
2024-05-24,8.0585,20.21,77.89,2.87,100.92
2024-05-25,7.105,17.84,87.17,3.6,101.04
2024-05-26,6.3036,18.37,92.41,3.78,101.14
2024-05-27,3.275,18.3,95.71,6.63,100.86
2024-05-28,7.8818,20.11,83.56,5.19,100.59
2024-05-29,7.0416,18.74,84.11,2.75,101.12
2024-05-30,7.7359,17.68,75.96,4.18,101.31
2024-05-31,8.2543,18.13,71.78,4.31,101.85
2024-06-01,8.3532,19.17,71.02,3.98,101.88
2024-06-02,5.4058,19.12,83.5,4.88,101.57
2024-06-03,6.8345,21.16,84.36,2.39,101.18
2024-06-04,7.3759,19.4,89.81,3.05,101.44
2024-06-05,4.8739,19.97,93.96,4.06,101.08
2024-06-06,4.5264,21.73,93.27,5.76,99.99
2024-06-07,6.8429,21.77,79.03,3.47,100.13
2024-06-08,7.7844,20.17,76.25,4.52,100.64
2024-06-09,5.4674,20.32,81.99,4.94,100.16
2024-06-10,6.7226,19.14,75.93,3.61,100.37
2024-06-11,5.0938,18.71,75.83,2.38,101.18
2024-06-12,6.4085,19.62,81.46,2.56,101.49
2024-06-13,7.7304,20.39,87.06,5.0,101.46
2024-06-14,5.4696,21.54,88.69,4.76,101.06
2024-06-15,8.0753,20.81,75.87,4.31,101.39
2024-06-16,7.8394,19.05,77.09,4.54,102.16
2024-06-17,7.4438,21.45,87.34,5.68,102.09
2024-06-18,7.6243,22.08,87.21,5.39,102.29
2024-06-19,7.4124,22.24,87.02,4.43,102.55
2024-06-20,7.5905,23.32,84.11,4.98,102.4
2024-06-21,7.6056,24.16,83.61,4.84,101.93
2024-06-22,6.2306,24.13,87.59,3.93,101.41
2024-06-23,5.5106,24.25,87.01,7.37,100.54
2024-06-24,6.7346,22.72,73.36,7.18,100.35
2024-06-25,7.7681,22.78,68.89,5.43,101.06
2024-06-26,6.7078,22.89,81.8,6.34,100.62
2024-06-27,7.4292,22.33,77.75,3.69,100.74
2024-06-28,8.4338,19.72,62.72,4.66,101.88
2024-06-29,4.2574,21.59,88.61,6.32,101.9
2024-06-30,3.953,22.5,94.12,6.04,101.15
2024-07-01,8.0172,21.07,75.1,5.46,101.52
2024-07-02,7.9752,21.58,72.14,3.04,102.16
2024-07-03,7.7446,21.34,83.12,3.98,102.0
2024-07-04,5.8294,22.68,88.53,4.63,101.26
2024-07-05,4.8838,23.5,91.75,4.93,100.83
2024-07-06,6.2112,24.37,91.34,4.97,100.96
2024-07-07,6.2789,24.6,86.36,2.02,101.33
2024-07-08,6.6962,24.95,84.7,2.06,101.5
2024-07-09,6.1092,24.81,89.35,4.0,101.31
2024-07-10,6.0737,24.99,90.5,6.8,101.03
2024-07-11,7.3918,24.87,82.34,6.1,101.26
2024-07-12,3.9307,24.19,90.62,4.77,101.95
2024-07-13,6.1339,24.58,90.08,4.25,101.89
2024-07-14,6.053,25.52,83.46,3.16,101.46
2024-07-15,6.719,25.81,84.88,4.78,101.0
2024-07-16,7.0728,26.5,81.09,5.23,100.79
2024-07-17,6.072,25.31,87.68,3.82,100.88
2024-07-18,5.1977,25.04,80.08,2.45,101.1
2024-07-19,7.8226,23.64,67.71,4.15,101.71
2024-07-20,4.0546,24.06,81.9,4.37,101.73
2024-07-21,6.2299,24.87,80.85,2.75,101.53
2024-07-22,3.6485,24.22,89.78,3.8,101.6
2024-07-23,4.4155,24.71,85.04,1.64,101.54
2024-07-24,3.4044,24.35,88.99,2.48,101.78
2024-07-25,3.9295,25.02,81.05,3.48,101.59
2024-07-26,6.7702,24.01,65.38,3.42,101.72
2024-07-27,6.4462,24.46,70.91,2.25,101.83
2024-07-28,5.9834,24.19,74.47,3.42,101.77
2024-07-29,5.0794,24.45,83.07,4.81,101.37
2024-07-30,5.2546,24.71,88.58,5.88,101.3
2024-07-31,4.6896,25.12,88.71,5.85,101.1
2024-08-01,6.2093,26.49,81.01,3.22,101.25
2024-08-02,4.8612,25.89,89.58,4.25,101.03
2024-08-03,5.5639,25.65,90.18,4.22,100.88
2024-08-04,3.6912,24.88,90.91,5.4,101.14
2024-08-05,6.4006,25.52,83.08,4.35,101.42
2024-08-06,4.9438,25.44,88.65,4.69,101.21
2024-08-07,1.5737,21.93,89.6,5.34,101.3
2024-08-08,1.7786,22.11,93.49,6.39,101.65
2024-08-09,2.9575,24.4,94.26,9.59,101.08
2024-08-10,6.7994,24.54,81.58,3.99,101.18
2024-08-11,5.8157,23.0,79.69,3.04,101.39
2024-08-12,5.8978,22.55,76.07,3.56,101.37
2024-08-13,6.5042,22.47,71.54,2.71,101.48
2024-08-14,6.3864,23.94,74.48,2.43,101.54
2024-08-15,6.0437,24.25,76.41,2.38,101.56
2024-08-16,5.8865,23.76,82.48,3.21,101.58
2024-08-17,2.5694,23.42,89.74,4.13,101.42
2024-08-18,4.4465,23.92,91.8,6.34,100.89
2024-08-19,4.9985,24.11,88.08,3.56,100.43
2024-08-20,6.305,19.94,70.4,6.06,101.09
2024-08-21,6.1294,19.15,69.75,4.95,101.63
2024-08-22,5.7197,20.68,70.16,3.92,102.01
2024-08-23,6.7754,21.52,76.5,3.02,102.34
2024-08-24,6.119,22.43,76.55,3.42,102.25
2024-08-25,5.7876,22.4,80.57,3.99,102.17
2024-08-26,5.8176,23.01,82.8,3.06,101.86
2024-08-27,6.3674,23.2,82.8,2.98,101.72
2024-08-28,5.5824,25.6,79.37,4.15,101.33
2024-08-29,3.9374,22.75,75.04,6.3,102.06
2024-08-30,2.5294,20.02,81.0,5.08,102.29
2024-08-31,3.1987,22.49,87.14,3.76,101.68
2024-09-01,3.3091,23.43,90.27,4.35,101.07
2024-09-02,5.8639,22.12,68.52,5.3,101.45
2024-09-03,6.5004,19.16,55.25,4.22,102.48
2024-09-04,6.1963,20.33,59.44,2.87,102.83
2024-09-05,6.1894,20.55,73.13,4.95,102.59
2024-09-06,3.4459,21.09,84.03,3.91,101.71
2024-09-07,2.5786,20.43,85.45,5.1,100.96
2024-09-08,6.2506,18.02,63.1,5.84,101.41
2024-09-09,5.8349,19.41,64.94,5.06,101.71
2024-09-10,6.0847,20.85,66.05,2.79,101.72
2024-09-11,6.1154,19.96,71.69,3.05,102.08
2024-09-12,5.609,20.65,80.29,2.51,102.25
2024-09-13,5.5188,20.96,82.01,2.34,102.25
2024-09-14,5.3006,21.57,81.87,2.71,102.27
2024-09-15,5.1254,21.02,77.49,4.69,102.54
2024-09-16,4.5602,19.84,78.37,4.46,102.44
2024-09-17,3.5518,20.97,87.88,4.1,102.07
2024-09-18,2.3592,21.15,83.99,5.27,101.59
2024-09-19,4.571,22.44,70.47,4.55,101.02
2024-09-20,4.753,21.82,77.04,5.4,101.21
2024-09-21,4.9476,20.49,75.71,5.46,101.37
2024-09-22,5.0378,19.38,73.39,5.09,101.46
2024-09-23,2.1893,18.11,74.55,5.22,101.63
2024-09-24,2.5637,18.2,75.86,5.78,101.84
2024-09-25,1.141,19.15,82.66,5.99,101.9
2024-09-26,1.6519,20.74,93.5,4.54,101.66
2024-09-27,1.8389,20.11,88.18,3.54,101.44
2024-09-28,1.3162,19.54,89.75,7.95,101.21
2024-09-29,0.9178,18.29,86.43,6.61,101.43
2024-09-30,3.7488,18.68,79.54,5.15,101.57
2024-10-01,2.9664,18.24,82.47,6.07,101.56
2024-10-02,2.9263,17.6,75.78,4.07,101.47
2024-10-03,3.4272,18.61,74.93,2.61,101.88
2024-10-04,3.3768,18.9,83.96,3.0,102.09
2024-10-05,4.7038,19.81,75.33,3.56,101.88
2024-10-06,4.7458,17.97,76.77,4.23,101.66
2024-10-07,3.8422,19.47,75.64,5.47,100.86
2024-10-08,4.4412,16.84,60.72,4.28,101.13
2024-10-09,4.1155,16.27,63.11,4.26,101.14
2024-10-10,4.831,13.71,65.02,6.62,101.63
2024-10-11,4.5413,15.16,63.79,5.15,101.62
2024-10-12,4.4575,17.62,62.19,5.51,101.22
2024-10-13,3.4978,17.97,77.78,5.0,100.86
2024-10-14,3.571,15.94,71.23,7.62,100.37
2024-10-15,3.7025,12.01,63.9,5.74,101.1
2024-10-16,3.8928,11.78,65.88,6.06,101.63
2024-10-17,4.2593,11.88,66.58,6.56,102.14
2024-10-18,4.3255,14.3,61.61,4.87,102.81
2024-10-19,4.1854,14.77,71.19,2.87,103.03
2024-10-20,4.1674,15.64,71.56,3.68,102.45
2024-10-21,4.0274,17.14,66.82,3.63,102.11
2024-10-22,3.8232,18.46,79.33,3.25,102.19
2024-10-23,3.888,17.71,91.39,5.26,101.6
2024-10-24,3.7966,16.81,66.45,6.13,101.26
2024-10-25,3.9967,13.17,65.23,4.64,101.78
2024-10-26,3.6305,14.64,60.15,6.26,101.86
2024-10-27,3.9713,11.37,54.53,4.25,102.69
2024-10-28,3.6166,12.63,56.5,3.25,102.87
2024-10-29,2.8598,15.52,82.69,4.43,102.84
2024-10-30,3.3451,16.67,86.35,4.5,102.42
2024-10-31,3.3432,17.79,84.26,5.64,101.8
2024-11-01,3.0905,18.64,72.05,6.79,101.4
2024-11-02,3.6182,13.14,61.96,5.05,102.42
2024-11-03,3.5666,9.92,59.47,4.3,102.92
2024-11-04,2.5073,12.55,76.63,4.71,102.89
2024-11-05,2.9446,16.43,88.0,6.06,102.11
2024-11-06,3.0924,18.79,82.69,6.58,101.55
2024-11-07,3.1937,17.66,74.91,4.29,101.6
2024-11-08,3.3562,14.61,64.31,5.91,101.39
2024-11-09,3.4529,10.64,50.78,6.29,102.43
2024-11-10,1.463,12.97,66.44,5.49,102.15
2024-11-11,2.7672,16.11,79.95,6.51,100.6
2024-11-12,3.3233,11.19,60.75,9.61,101.6
2024-11-13,3.2582,7.44,59.15,6.29,102.94
2024-11-14,1.7023,7.32,64.52,4.51,102.28
2024-11-15,2.8438,9.83,53.83,5.63,101.04
2024-11-16,3.0876,11.07,57.45,7.52,101.03
2024-11-17,2.6791,11.47,62.63,4.91,101.47
2024-11-18,2.779,12.59,69.88,5.48,101.04
2024-11-19,2.4646,11.32,69.08,3.8,101.13
2024-11-20,1.313,12.37,77.0,3.71,100.65
2024-11-21,0.7874,9.41,91.55,7.41,99.75
2024-11-22,0.7186,5.76,86.1,8.11,99.35
2024-11-23,1.9502,7.66,82.67,9.29,99.97
2024-11-24,1.9565,9.31,74.95,8.23,101.12
2024-11-25,2.4624,8.93,71.91,4.7,101.64
2024-11-26,1.9414,11.78,83.15,5.94,101.03
2024-11-27,2.4058,8.37,70.44,4.27,101.51
2024-11-28,0.5964,9.58,86.42,7.61,100.35
2024-11-29,1.4861,6.05,72.73,6.71,101.14
2024-11-30,2.6299,2.77,71.87,7.01,101.53
2024-12-01,2.2044,2.17,68.82,7.11,101.8
2024-12-02,2.2915,2.61,72.13,5.05,101.97
2024-12-03,2.0935,3.3,73.78,5.43,102.28
2024-12-04,1.3927,4.05,71.2,6.96,101.88
2024-12-05,1.6003,4.04,78.72,11.14,100.37
2024-12-06,2.5514,1.68,69.34,8.25,101.76
2024-12-07,2.2102,3.34,68.89,6.89,101.85
2024-12-08,1.9572,7.54,71.88,7.68,101.01
2024-12-09,0.6288,8.85,90.94,4.37,101.39
2024-12-10,0.7318,9.31,96.51,4.31,101.56
2024-12-11,1.3363,11.74,95.49,9.77,100.3
2024-12-12,2.5932,3.57,66.02,9.45,102.01
2024-12-13,2.5046,0.49,66.82,5.72,103.66
2024-12-14,2.4768,0.65,68.17,4.38,104.46
2024-12-15,1.1928,4.06,74.74,4.64,103.93
2024-12-16,0.9149,8.23,95.98,6.47,102.68
2024-12-17,2.0974,9.89,90.42,5.65,101.93
2024-12-18,2.1055,8.01,87.93,3.55,101.92
2024-12-19,2.0676,5.57,75.78,5.66,102.17
2024-12-20,0.4956,3.3,88.96,7.08,101.57
2024-12-21,1.4681,-0.16,78.36,8.69,101.65
2024-12-22,2.2188,-4.31,79.54,7.11,102.99
2024-12-23,2.107,-3.62,78.78,3.5,103.43
2024-12-24,1.3944,2.41,83.08,5.53,102.43
2024-12-25,1.1146,1.14,78.33,4.96,102.71
2024-12-26,2.0952,0.72,73.32,3.19,102.98
2024-12-27,1.7578,2.6,77.98,1.81,102.89
2024-12-28,0.7512,7.0,98.76,3.6,102.35
2024-12-29,1.5677,9.17,97.44,5.93,101.63
2024-12-30,1.9462,9.83,84.54,7.1,100.45
2024-12-31,2.1317,7.27,89.23,4.71,100.84
2025-01-01,0.8374,7.28,86.01,8.41,100.05
2025-01-02,1.7206,3.46,73.47,10.41,101.27
2025-01-03,2.064,1.76,76.16,7.75,101.12
2025-01-04,1.8792,0.38,67.99,10.07,101.11
2025-01-05,2.2598,-0.17,73.01,8.52,101.61
2025-01-06,0.871,-0.4,80.12,5.27,100.91
2025-01-07,2.4763,-2.05,76.13,11.81,100.98
2025-01-08,2.4391,-2.21,71.37,11.23,101.22
2025-01-09,2.6124,-1.68,76.49,12.26,100.77
2025-01-10,2.3878,0.73,74.37,6.7,101.14
2025-01-11,1.5974,0.62,79.73,5.85,100.13
2025-01-12,2.2025,1.61,76.05,4.79,101.4
2025-01-13,1.4496,2.87,78.57,6.03,101.36
2025-01-14,2.8082,-0.29,67.96,8.68,101.54
2025-01-15,2.6556,-2.02,74.87,8.82,101.94
2025-01-16,1.6428,-1.5,77.07,5.36,101.41
2025-01-17,2.7007,0.86,78.85,4.97,101.64
2025-01-18,0.9362,4.21,93.0,5.58,101.22
2025-01-19,0.6754,1.81,92.0,6.14,100.64
2025-01-20,2.1998,-3.75,74.68,8.11,102.18
2025-01-21,2.0057,-6.69,76.76,5.25,103.19
2025-01-22,2.5584,-6.75,68.17,4.24,103.07
2025-01-23,2.3179,-3.21,69.66,4.34,102.37
2025-01-24,2.7586,-1.84,74.16,5.4,102.14
2025-01-25,2.2541,-1.42,70.51,5.52,102.52
2025-01-26,2.0777,1.73,78.5,5.93,102.0
2025-01-27,3.127,1.6,71.32,6.88,101.28
2025-01-28,2.532,2.38,67.68,7.29,100.28
2025-01-29,2.4538,4.57,74.67,9.49,100.04
2025-01-30,3.2033,0.5,63.77,6.07,102.09
2025-01-31,0.6074,4.99,97.42,5.49,101.06
2025-02-01,3.4358,1.36,74.58,8.8,101.7
2025-02-02,1.9543,-0.84,78.68,5.29,102.97
2025-02-03,1.9932,3.23,92.16,4.13,101.63
2025-02-04,3.1303,3.75,75.57,8.27,101.46
2025-02-05,3.2422,0.08,59.64,4.07,102.72
2025-02-06,0.7296,2.36,91.15,5.69,101.44
2025-02-07,3.4022,1.86,75.54,7.45,101.54
2025-02-08,1.9678,-0.16,69.02,3.82,102.18
2025-02-09,1.4294,1.1,84.54,5.44,101.57
2025-02-10,3.3941,0.18,70.15,5.5,102.68
2025-02-11,1.6543,0.05,68.21,2.19,102.69
2025-02-12,0.8676,1.73,90.73,6.93,102.21
2025-02-13,1.374,3.9,91.15,7.36,101.23
2025-02-14,4.1357,0.17,66.97,7.41,103.13
2025-02-15,0.883,1.19,75.53,4.27,102.59
2025-02-16,0.9962,5.09,93.7,8.69,99.59
2025-02-17,3.8549,-0.17,61.8,12.48,100.88
2025-02-18,3.9869,-3.91,66.04,10.13,102.12
2025-02-19,3.3773,-3.82,75.82,6.96,102.43
2025-02-20,2.5798,-3.73,80.28,7.39,101.5
2025-02-21,4.4232,-2.36,74.21,9.74,102.15
2025-02-22,4.4623,-1.05,75.03,5.43,102.55
2025-02-23,4.0519,2.61,77.4,4.24,101.9
2025-02-24,3.9617,3.8,88.24,5.07,101.63
2025-02-25,2.8459,5.39,90.45,4.64,100.83
2025-02-26,4.3066,5.95,81.22,4.28,101.15
2025-02-27,1.1875,6.03,94.41,5.34,100.57
2025-02-28,4.3987,4.9,78.83,5.32,100.52
2025-03-01,3.8782,5.24,75.86,8.9,100.11
2025-03-02,5.143,-1.79,61.98,7.72,101.77
2025-03-03,5.0275,-0.84,65.6,4.84,102.38
2025-03-04,3.041,4.08,85.14,6.68,102.08
2025-03-05,1.4383,7.48,94.39,10.02,100.47
2025-03-06,3.2249,6.49,81.5,7.81,99.19
2025-03-07,5.1557,3.73,64.12,9.59,100.35
2025-03-08,4.5559,3.66,68.69,7.38,100.52
2025-03-09,4.969,3.87,70.16,6.11,101.17
2025-03-10,5.1982,7.27,77.72,4.99,101.01
2025-03-11,5.2289,7.18,87.2,3.78,100.78
2025-03-12,4.068,6.07,74.6,4.95,101.37
2025-03-13,4.4902,5.04,82.05,6.2,101.76
2025-03-14,4.6675,5.11,89.0,3.53,101.95
2025-03-15,1.6416,6.04,96.98,3.85,101.83
2025-03-16,1.8305,8.81,97.35,8.78,101.28
2025-03-17,2.0623,8.52,86.78,6.24,100.88
2025-03-18,5.8404,6.38,67.53,6.01,101.56
2025-03-19,5.5154,6.92,82.54,2.75,101.64
2025-03-20,3.4366,6.22,96.23,4.79,100.56
2025-03-21,5.9134,5.91,68.85,8.91,100.43
2025-03-22,4.3627,6.99,79.44,6.33,100.75
2025-03-23,5.987,3.62,64.53,5.76,101.87
2025-03-24,1.0805,6.64,91.73,6.0,100.99
2025-03-25,6.0816,8.09,77.56,4.64,101.15
2025-03-26,3.5546,5.73,77.6,4.21,101.64
2025-03-27,6.445,4.87,68.4,5.51,102.22
2025-03-28,3.7858,7.86,83.76,5.17,101.99
2025-03-29,4.0296,11.94,85.63,6.32,101.47
2025-03-30,1.9529,6.48,93.3,5.15,101.81
2025-03-31,3.1397,10.53,94.06,7.35,100.54
2025-04-01,6.5009,7.86,72.3,6.74,101.34
2025-04-02,4.6829,5.07,74.23,6.25,102.86
2025-04-03,2.381,11.43,95.81,7.51,101.72
2025-04-04,3.408,13.23,79.26,4.1,101.99
2025-04-05,0.8762,7.88,91.06,5.8,102.06
2025-04-06,1.7923,8.19,89.7,3.15,100.93
2025-04-07,0.9077,5.64,90.47,4.92,100.71
2025-04-08,6.3878,4.74,68.71,7.8,100.75
2025-04-09,7.1136,3.68,61.75,5.57,102.3
2025-04-10,3.2467,5.89,80.42,4.77,102.53
2025-04-11,1.3085,6.21,86.93,7.47,101.84
2025-04-12,1.4942,4.06,91.11,9.38,101.22
2025-04-13,3.5815,7.62,82.77,5.58,101.12
2025-04-14,4.4614,9.02,82.37,4.66,100.93
2025-04-15,3.9682,10.73,80.15,5.87,99.91
2025-04-16,3.7582,7.54,70.78,8.02,100.76
2025-04-17,7.4206,8.55,69.51,4.73,101.9
2025-04-18,5.9887,9.7,80.0,5.23,102.15
2025-04-19,4.1947,14.01,86.77,7.56,101.35
2025-04-20,6.0929,12.53,67.88,5.77,102.23
2025-04-21,2.7907,9.28,82.99,5.16,102.25
2025-04-22,6.0634,13.96,83.6,4.38,101.38
2025-04-23,7.0027,13.16,73.67,3.28,102.13
2025-04-24,6.6127,13.56,80.69,3.72,102.36
2025-04-25,5.6554,13.04,88.23,5.33,102.09
2025-04-26,2.6686,13.87,92.8,7.42,100.97
2025-04-27,6.2582,11.02,69.02,8.48,101.42
2025-04-28,7.531,13.25,69.96,4.32,102.34
2025-04-29,6.8527,13.45,81.39,7.47,101.82
2025-04-30,7.494,15.22,71.78,5.23,101.41
2025-05-01,6.7027,11.84,81.29,4.6,101.82
2025-05-02,5.7715,15.34,87.85,5.04,101.1
2025-05-03,5.5037,15.22,92.55,5.88,101.1
2025-05-04,2.4449,13.58,94.89,5.16,101.27
2025-05-05,1.8178,13.06,96.23,4.24,101.72
2025-05-06,3.6845,14.57,94.43,5.6,101.56
2025-05-07,6.3778,15.37,80.81,3.34,101.42
2025-05-08,5.6314,15.67,86.01,2.28,101.44
2025-05-09,1.1527,13.68,92.95,5.55,101.05
2025-05-10,7.9546,14.21,75.15,6.54,101.35
2025-05-11,7.6481,16.6,71.34,2.52,102.14
2025-05-12,7.2134,15.17,82.12,4.31,102.35
2025-05-13,2.1367,15.18,94.58,4.23,102.06
2025-05-14,1.2883,14.53,95.44,7.02,101.59
2025-05-15,2.8308,15.98,94.68,2.15,101.03
2025-05-16,3.4486,16.73,92.81,2.99,100.68
2025-05-17,6.1286,18.41,87.88,4.73,100.04
2025-05-18,6.1164,17.31,77.45,6.14,100.2
2025-05-19,7.8286,15.17,71.0,7.38,100.75
2025-05-20,8.0222,13.4,73.21,4.26,101.29
2025-05-21,1.3884,12.13,85.11,7.47,101.38
2025-05-22,2.0587,11.6,87.91,7.18,100.85
2025-05-23,4.2559,12.38,83.21,2.87,100.9
2025-05-24,5.0256,13.29,79.26,5.99,101.33
2025-05-25,5.5968,13.93,80.02,5.01,101.77
2025-05-26,7.4762,15.07,78.65,3.1,102.14
2025-05-27,5.7782,15.1,84.83,3.0,102.55
2025-05-28,2.5987,14.23,88.46,3.4,102.34
2025-05-29,3.2287,15.52,91.42,4.65,101.42
2025-05-30,5.0062,16.21,93.96,3.99,100.31
2025-05-31,4.5542,15.52,83.69,8.24,99.09
2025-06-01,6.3506,13.99,74.24,5.8,100.61
2025-06-02,7.987,15.65,77.01,3.1,101.44
2025-06-03,7.639,17.21,76.51,2.84,101.95
2025-06-04,7.806,18.09,88.27,4.52,102.06
2025-06-05,6.7058,19.39,87.42,4.65,101.58
2025-06-06,5.8824,19.82,88.33,4.19,101.17
2025-06-07,3.2443,18.99,92.71,2.51,100.64
2025-06-08,3.965,17.85,90.15,5.74,100.89
2025-06-09,2.2829,17.07,92.28,4.86,101.05
2025-06-10,3.5861,18.6,92.73,3.09,101.03
2025-06-11,7.3462,20.58,80.35,3.4,101.62
2025-06-12,7.3361,22.1,80.96,4.22,101.49
2025-06-13,5.6184,19.25,79.86,3.96,101.8
2025-06-14,1.6906,17.07,92.77,5.37,101.73
2025-06-15,1.8274,16.17,87.24,4.38,101.98
2025-06-16,1.962,17.23,92.13,5.11,101.84
2025-06-17,2.0966,17.98,95.14,3.32,101.55
2025-06-18,4.5888,20.2,93.54,3.47,101.16
2025-06-19,6.9019,22.18,90.05,5.29,100.77
2025-06-20,7.3531,21.68,78.12,5.83,101.1
2025-06-21,7.02,22.36,81.99,3.53,101.76
2025-06-22,3.372,23.87,84.84,4.97,101.57
